"obeyedInstructions" "subj" "PrePost" "condition" "Group" "block" "list" "trialnumber" "task" "length" "serpos" "word" "writtenSP" "outputorder" "prepost" "cond" "group" "tasktype"
1 43 "PRE" "SR" "PreISR" 2 12 44 "ISR" 8 3 "music" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 12 44 "ISR" 8 4 "column" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 12 44 "ISR" 8 5 "river" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 12 44 "ISR" 8 6 "awful" 3 1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 12 44 "ISR" 8 7 "assist" 4 2 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 12 44 "ISR" 8 8 "request" 5 3 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 13 45 "ISR" 4 1 "oven" 1 1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 13 45 "ISR" 4 2 "labor" 2 2 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 13 45 "ISR" 4 3 "feather" 3 3 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 13 45 "ISR" 4 4 "novel" 4 4 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 14 46 "ISR" 8 1 "create" 5 5 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 14 46 "ISR" 8 2 "scatter" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 14 46 "ISR" 8 3 "nephew" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 14 46 "ISR" 8 4 "chimney" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 14 46 "ISR" 8 5 "deadly" 3 3 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 14 46 "ISR" 8 6 "hunter" 1 1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 14 46 "ISR" 8 7 "puzzle" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 14 46 "ISR" 8 8 "earnest" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 15 47 "ISR" 4 1 "arise" 1 1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 15 47 "ISR" 4 2 "remind" 2 2 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 15 47 "ISR" 4 3 "sudden" 3 3 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 15 47 "ISR" 4 4 "number" 4 4 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 16 48 "ISR" 6 1 "sometime" 1 1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 16 48 "ISR" 6 2 "closet" 2 2 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 16 48 "ISR" 6 3 "princess" 3 3 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 16 48 "ISR" 6 4 "among" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 16 48 "ISR" 6 5 "speaker" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 16 48 "ISR" 6 6 "mental" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 17 49 "ISR" 12 1 "hostile" 1 1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 17 49 "ISR" 12 2 "because" 2 2 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 17 49 "ISR" 12 3 "meadow" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 17 49 "ISR" 12 4 "sheriff" 4 3 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 17 49 "ISR" 12 5 "disease" 5 4 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 17 49 "ISR" 12 6 "require" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 17 49 "ISR" 12 7 "attend" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 17 49 "ISR" 12 8 "sparrow" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 17 49 "ISR" 12 9 "cellar" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 17 49 "ISR" 12 10 "master" 7 7 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 17 49 "ISR" 12 11 "lecture" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 17 49 "ISR" 12 12 "bestow" 6 5 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 18 50 "ISR" 15 1 "artist" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 18 50 "ISR" 15 2 "jolly" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 18 50 "ISR" 15 3 "linger" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 18 50 "ISR" 15 4 "center" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 18 50 "ISR" 15 5 "precious" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 18 50 "ISR" 15 6 "wrinkle" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 18 50 "ISR" 15 7 "decrease" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 18 50 "ISR" 15 8 "parlor" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 18 50 "ISR" 15 9 "exist" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 18 50 "ISR" 15 10 "sister" 4 1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 18 50 "ISR" 15 11 "chapel" 6 2 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 18 50 "ISR" 15 12 "unite" 7 3 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 18 50 "ISR" 15 13 "compare" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 18 50 "ISR" 15 14 "mostly" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 18 50 "ISR" 15 15 "listen" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 19 51 "ISR" 2 1 "pilot" 1 1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 19 51 "ISR" 2 2 "against" 2 2 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 20 52 "ISR" 4 1 "dismiss" 1 1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 20 52 "ISR" 4 2 "away" 2 2 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 20 52 "ISR" 4 3 "effect" 3 3 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 20 52 "ISR" 4 4 "happy" 4 4 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 21 53 "ISR" 12 1 "maiden" 10 5 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 21 53 "ISR" 12 2 "attach" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 21 53 "ISR" 12 3 "opera" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 21 53 "ISR" 12 4 "blessing" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 21 53 "ISR" 12 5 "famous" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 21 53 "ISR" 12 6 "kitchen" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 21 53 "ISR" 12 7 "except" 11 6 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 21 53 "ISR" 12 8 "subject" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 21 53 "ISR" 12 9 "likewise" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 21 53 "ISR" 12 10 "assign" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 21 53 "ISR" 12 11 "colonel" 8 3 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 21 53 "ISR" 12 12 "despise" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 22 54 "ISR" 5 1 "partner" 1 1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 22 54 "ISR" 5 2 "person" 2 2 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 22 54 "ISR" 5 3 "genius" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 22 54 "ISR" 5 4 "travel" 3 3 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 22 54 "ISR" 5 5 "complete" 4 4 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 23 55 "ISR" 7 1 "cottage" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 23 55 "ISR" 7 2 "compass" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 23 55 "ISR" 7 3 "vessel" 1 1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 23 55 "ISR" 7 4 "remain" 4 4 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 23 55 "ISR" 7 5 "body" 3 3 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 23 55 "ISR" 7 6 "bother" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 23 55 "ISR" 7 7 "softly" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 24 56 "ISR" 8 1 "college" 1 1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 24 56 "ISR" 8 2 "failure" 2 2 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 24 56 "ISR" 8 3 "decide" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 24 56 "ISR" 8 4 "motion" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 24 56 "ISR" 8 5 "marble" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 24 56 "ISR" 8 6 "trifle" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 24 56 "ISR" 8 7 "frighten" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 24 56 "ISR" 8 8 "swallow" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 25 57 "ISR" 12 1 "paper" 1 1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 25 57 "ISR" 12 2 "pursuit" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 25 57 "ISR" 12 3 "needle" 3 2 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 25 57 "ISR" 12 4 "party" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 25 57 "ISR" 12 5 "surface" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 25 57 "ISR" 12 6 "contents" 5 3 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 25 57 "ISR" 12 7 "silence" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 25 57 "ISR" 12 8 "student" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 25 57 "ISR" 12 9 "useful" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 25 57 "ISR" 12 10 "rural" 8 5 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 25 57 "ISR" 12 11 "delay" 7 4 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 25 57 "ISR" 12 12 "thereby" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 26 58 "ISR" 6 1 "olive" 1 1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 26 58 "ISR" 6 2 "pretty" 2 2 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 26 58 "ISR" 6 3 "crystal" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 26 58 "ISR" 6 4 "bushel" 3 3 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 26 58 "ISR" 6 5 "direct" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 26 58 "ISR" 6 6 "motive" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 27 59 "ISR" 15 1 "appeal" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 27 59 "ISR" 15 2 "penny" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 27 59 "ISR" 15 3 "angry" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 27 59 "ISR" 15 4 "slipper" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 27 59 "ISR" 15 5 "patent" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 27 59 "ISR" 15 6 "exhaust" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 27 59 "ISR" 15 7 "mission" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 27 59 "ISR" 15 8 "beneath" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 27 59 "ISR" 15 9 "robber" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 27 59 "ISR" 15 10 "assure" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 27 59 "ISR" 15 11 "widow" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 27 59 "ISR" 15 12 "product" 9 1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 27 59 "ISR" 15 13 "punish" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 27 59 "ISR" 15 14 "slumber" 10 2 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 27 59 "ISR" 15 15 "machine" 11 3 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 28 60 "ISR" 7 1 "concern" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 28 60 "ISR" 7 2 "frozen" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 28 60 "ISR" 7 3 "stomach" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 28 60 "ISR" 7 4 "patient" 1 1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 28 60 "ISR" 7 5 "measure" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 28 60 "ISR" 7 6 "frequent" 2 2 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 28 60 "ISR" 7 7 "abuse" 3 3 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 29 61 "ISR" 6 1 "ideal" 1 1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 29 61 "ISR" 6 2 "convey" 2 2 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 29 61 "ISR" 6 3 "season" 4 4 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 29 61 "ISR" 6 4 "merchant" 3 3 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 29 61 "ISR" 6 5 "canal" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 29 61 "ISR" 6 6 "habit" 5 5 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 30 62 "ISR" 15 1 "lawyer" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 30 62 "ISR" 15 2 "sorrow" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 30 62 "ISR" 15 3 "flavor" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 30 62 "ISR" 15 4 "voyage" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 30 62 "ISR" 15 5 "relief" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 30 62 "ISR" 15 6 "conclude" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 30 62 "ISR" 15 7 "disgrace" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 30 62 "ISR" 15 8 "ashamed" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 30 62 "ISR" 15 9 "middle" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 30 62 "ISR" 15 10 "foreign" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 30 62 "ISR" 15 11 "cattle" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 30 62 "ISR" 15 12 "willow" 2 1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 30 62 "ISR" 15 13 "further" 6 2 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 30 62 "ISR" 15 14 "contain" 7 3 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 30 62 "ISR" 15 15 "maybe" 8 4 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 31 63 "ISR" 5 1 "wedding" 1 1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 31 63 "ISR" 5 2 "several" 2 2 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 31 63 "ISR" 5 3 "alone" 3 3 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 31 63 "ISR" 5 4 "sugar" 4 4 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 31 63 "ISR" 5 5 "engage" 5 5 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 32 64 "ISR" 5 1 "greatly" 1 1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 32 64 "ISR" 5 2 "given" 2 2 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 32 64 "ISR" 5 3 "hardly" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 32 64 "ISR" 5 4 "lower" -1 -1 1 2 3 1
1 43 "PRE" "SR" "PreISR" 2 32 64 "ISR" 5 5 "hollow" 4 4 1 2 3 1
1 44 "POST" "POST" "PostISR" 1 2 2 "ISR" 2 1 "luster" 1 1 2 3 4 1
1 44 "POST" "POST" "PostISR" 1 2 2 "ISR" 2 2 "blanket" 2 2 2 3 4 1
1 44 "POST" "POST" "PostFR" 1 3 3 "FR" 15 1 "virtue" 3 3 2 3 2 1
1 44 "POST" "POST" "PostFR" 1 3 3 "FR" 15 2 "really" -1 -1 2 3 2 1
1 44 "POST" "POST" "PostFR" 1 3 3 "FR" 15 3 "sparrow" -1 -1 2 3 2 1
1 44 "POST" "POST" "PostFR" 1 3 3 "FR" 15 4 "decide" -1 -1 2 3 2 1
1 44 "POST" "POST" "PostFR" 1 3 3 "FR" 15 5 "gentle" -1 -1 2 3 2 1
1 44 "POST" "POST" "PostFR" 1 3 3 "FR" 15 6 "shower" -1 -1 2 3 2 1
1 44 "POST" "POST" "PostFR" 1 3 3 "FR" 15 7 "insult" -1 -1 2 3 2 1
1 44 "POST" "POST" "PostFR" 1 3 3 "FR" 15 8 "around" -1 -1 2 3 2 1
1 44 "POST" "POST" "PostFR" 1 3 3 "FR" 15 9 "ugly" -1 -1 2 3 2 1
1 44 "POST" "POST" "PostFR" 1 3 3 "FR" 15 10 "harbor" -1 -1 2 3 2 1
1 44 "POST" "POST" "PostFR" 1 3 3 "FR" 15 11 "darkness" 2 2 2 3 2 1
1 44 "POST" "POST" "PostFR" 1 3 3 "FR" 15 12 "replace" -1 -1 2 3 2 1
1 44 "POST" "POST" "PostFR" 1 3 3 "FR" 15 13 "acquaint" -1 -1 2 3 2 1
1 44 "POST" "POST" "PostFR" 1 3 3 "FR" 15 14 "connect" -1 -1 2 3 2 1
1 44 "POST" "POST" "PostFR" 1 3 3 "FR" 15 15 "plainly" 1 1 2 3 2 1
1 44 "POST" "POST" "PostISR" 1 4 4 "ISR" 5 1 "locate" 1 1 2 3 4 1
1 44 "POST" "POST" "PostISR" 1 4 4 "ISR" 5 2 "heavy" -1 -1 2 3 4 1
1 44 "POST" "POST" "PostISR" 1 4 4 "ISR" 5 3 "chimney" 4 3 2 3 4 1
1 44 "POST" "POST" "PostISR" 1 4 4 "ISR" 5 4 "circuit" 3 2 2 3 4 1
1 44 "POST" "POST" "PostISR" 1 4 4 "ISR" 5 5 "system" 5 4 2 3 4 1
1 44 "POST" "POST" "PostFR" 1 5 5 "FR" 2 1 "oppose" 1 1 2 3 2 1
1 44 "POST" "POST" "PostFR" 1 5 5 "FR" 2 2 "effort" 2 2 2 3 2 1
1 44 "POST" "POST" "PostISR" 1 6 6 "ISR" 5 1 "million" 1 1 2 3 4 1
1 44 "POST" "POST" "PostISR" 1 6 6 "ISR" 5 2 "lecture" -1 -1 2 3 4 1
1 44 "POST" "POST" "PostISR" 1 6 6 "ISR" 5 3 "yonder" 3 2 2 3 4 1
1 44 "POST" "POST" "PostISR" 1 6 6 "ISR" 5 4 "author" 4 3 2 3 4 1
1 44 "POST" "POST" "PostISR" 1 6 6 "ISR" 5 5 "exchange" 5 4 2 3 4 1
1 44 "POST" "POST" "PostFR" 1 7 7 "FR" 6 1 "beside" 1 1 2 3 2 1
1 44 "POST" "POST" "PostFR" 1 7 7 "FR" 6 2 "pilot" 5 5 2 3 2 1
1 44 "POST" "POST" "PostFR" 1 7 7 "FR" 6 3 "pony" 2 2 2 3 2 1
1 44 "POST" "POST" "PostFR" 1 7 7 "FR" 6 4 "music" -1 -1 2 3 2 1
1 44 "POST" "POST" "PostFR" 1 7 7 "FR" 6 5 "occur" 3 3 2 3 2 1
1 44 "POST" "POST" "PostFR" 1 7 7 "FR" 6 6 "impulse" 4 4 2 3 2 1
1 44 "POST" "POST" "PostFR" 1 8 8 "FR" 7 1 "consume" -1 -1 2 3 2 1
1 44 "POST" "POST" "PostFR" 1 8 8 "FR" 7 2 "former" -1 -1 2 3 2 1
1 44 "POST" "POST" "PostFR" 1 8 8 "FR" 7 3 "arise" -1 -1 2 3 2 1
1 44 "POST" "POST" "PostFR" 1 8 8 "FR" 7 4 "temple" -1 -1 2 3 2 1
1 44 "POST" "POST" "PostFR" 1 8 8 "FR" 7 5 "method" -1 -1 2 3 2 1
1 44 "POST" "POST" "PostFR" 1 8 8 "FR" 7 6 "sprinkle" -1 -1 2 3 2 1
1 44 "POST" "POST" "PostFR" 1 8 8 "FR" 7 7 "cruel" 1 1 2 3 2 1
1 44 "POST" "POST" "PostFR" 1 9 9 "FR" 15 1 "velvet" -1 -1 2 3 2 1
1 44 "POST" "POST" "PostFR" 1 9 9 "FR" 15 2 "legal" -1 -1 2 3 2 1
1 44 "POST" "POST" "PostFR" 1 9 9 "FR" 15 3 "among" -1 -1 2 3 2 1
1 44 "POST" "POST" "PostFR" 1 9 9 "FR" 15 4 "river" -1 -1 2 3 2 1
1 44 "POST" "POST" "PostFR" 1 9 9 "FR" 15 5 "early" -1 -1 2 3 2 1
1 44 "POST" "POST" "PostFR" 1 9 9 "FR" 15 6 "several" -1 -1 2 3 2 1
1 44 "POST" "POST" "PostFR" 1 9 9 "FR" 15 7 "business" -1 -1 2 3 2 1
1 44 "POST" "POST" "PostFR" 1 9 9 "FR" 15 8 "finish" -1 -1 2 3 2 1
1 44 "POST" "POST" "PostFR" 1 9 9 "FR" 15 9 "closely" -1 -1 2 3 2 1
1 44 "POST" "POST" "PostFR" 1 9 9 "FR" 15 10 "mischief" -1 -1 2 3 2 1
1 44 "POST" "POST" "PostFR" 1 9 9 "FR" 15 11 "without" 3 3 2 3 2 1
1 44 "POST" "POST" "PostFR" 1 9 9 "FR" 15 12 "candy" -1 -1 2 3 2 1
1 44 "POST" "POST" "PostFR" 1 9 9 "FR" 15 13 "farmer" -1 -1 2 3 2 1
1 44 "POST" "POST" "PostFR" 1 9 9 "FR" 15 14 "remain" 1 1 2 3 2 1
1 44 "POST" "POST" "PostFR" 1 9 9 "FR" 15 15 "sailor" 2 2 2 3 2 1
1 44 "POST" "POST" "PostISR" 1 10 10 "ISR" 4 1 "nephew" 1 1 2 3 4 1
1 44 "POST" "POST" "PostISR" 1 10 10 "ISR" 4 2 "agent" 2 2 2 3 4 1
1 44 "POST" "POST" "PostISR" 1 10 10 "ISR" 4 3 "mental" -1 -1 2 3 4 1
1 44 "POST" "POST" "PostISR" 1 10 10 "ISR" 4 4 "channel" 3 3 2 3 4 1
1 44 "POST" "POST" "PostISR" 1 11 11 "ISR" 7 1 "hostile" -1 -1 2 3 4 1
1 44 "POST" "POST" "PostISR" 1 11 11 "ISR" 7 2 "hunter" -1 -1 2 3 4 1
1 44 "POST" "POST" "PostISR" 1 11 11 "ISR" 7 3 "briefly" -1 -1 2 3 4 1
1 44 "POST" "POST" "PostISR" 1 11 11 "ISR" 7 4 "monkey" 5 1 2 3 4 1
1 44 "POST" "POST" "PostISR" 1 11 11 "ISR" 7 5 "basis" -1 -1 2 3 4 1
1 44 "POST" "POST" "PostISR" 1 11 11 "ISR" 7 6 "assume" -1 -1 2 3 4 1
1 44 "POST" "POST" "PostISR" 1 11 11 "ISR" 7 7 "parlor" 7 2 2 3 4 1
1 44 "POST" "POST" "PostFR" 1 12 12 "FR" 5 1 "peaceful" 1 1 2 3 2 1
1 44 "POST" "POST" "PostFR" 1 12 12 "FR" 5 2 "condense" 5 5 2 3 2 1
1 44 "POST" "POST" "PostFR" 1 12 12 "FR" 5 3 "decrease" -1 -1 2 3 2 1
1 44 "POST" "POST" "PostFR" 1 12 12 "FR" 5 4 "induce" 3 3 2 3 2 1
1 44 "POST" "POST" "PostFR" 1 12 12 "FR" 5 5 "below" 4 4 2 3 2 1
1 44 "POST" "POST" "PostFR" 1 13 13 "FR" 2 1 "cotton" 1 1 2 3 2 1
1 44 "POST" "POST" "PostFR" 1 13 13 "FR" 2 2 "robber" 2 2 2 3 2 1
1 44 "POST" "POST" "PostISR" 1 14 14 "ISR" 12 1 "submit" 1 1 2 3 4 1
1 44 "POST" "POST" "PostISR" 1 14 14 "ISR" 12 2 "prefer" -1 -1 2 3 4 1
1 44 "POST" "POST" "PostISR" 1 14 14 "ISR" 12 3 "separate" -1 -1 2 3 4 1
1 44 "POST" "POST" "PostISR" 1 14 14 "ISR" 12 4 "mayor" -1 -1 2 3 4 1
1 44 "POST" "POST" "PostISR" 1 14 14 "ISR" 12 5 "disgust" -1 -1 2 3 4 1
1 44 "POST" "POST" "PostISR" 1 14 14 "ISR" 12 6 "within" -1 -1 2 3 4 1
1 44 "POST" "POST" "PostISR" 1 14 14 "ISR" 12 7 "planet" -1 -1 2 3 4 1
1 44 "POST" "POST" "PostISR" 1 14 14 "ISR" 12 8 "pitcher" -1 -1 2 3 4 1
1 44 "POST" "POST" "PostISR" 1 14 14 "ISR" 12 9 "greatly" -1 -1 2 3 4 1
1 44 "POST" "POST" "PostISR" 1 14 14 "ISR" 12 10 "novel" -1 -1 2 3 4 1
1 44 "POST" "POST" "PostISR" 1 14 14 "ISR" 12 11 "lady" 11 2 2 3 4 1
1 44 "POST" "POST" "PostISR" 1 14 14 "ISR" 12 12 "sickness" 12 3 2 3 4 1
1 44 "POST" "POST" "PostISR" 1 15 15 "ISR" 12 1 "await" -1 -1 2 3 4 1
1 44 "POST" "POST" "PostISR" 1 15 15 "ISR" 12 2 "journey" -1 -1 2 3 4 1
1 44 "POST" "POST" "PostISR" 1 15 15 "ISR" 12 3 "stagger" -1 -1 2 3 4 1
1 44 "POST" "POST" "PostISR" 1 15 15 "ISR" 12 4 "creature" -1 -1 2 3 4 1
1 44 "POST" "POST" "PostISR" 1 15 15 "ISR" 12 5 "unknown" -1 -1 2 3 4 1
1 44 "POST" "POST" "PostISR" 1 15 15 "ISR" 12 6 "accord" -1 -1 2 3 4 1
1 44 "POST" "POST" "PostISR" 1 15 15 "ISR" 12 7 "vanish" -1 -1 2 3 4 1
1 44 "POST" "POST" "PostISR" 1 15 15 "ISR" 12 8 "highly" -1 -1 2 3 4 1
1 44 "POST" "POST" "PostISR" 1 15 15 "ISR" 12 9 "amid" -1 -1 2 3 4 1
