subject	worupc2	worupc3	worupc4	worupc5	worupc6	worupc7	letupc2	letupc3	letupc4	letupc5	letupc6	letupc7	letupc8	stmset2	stmset3	stmset4	stmset5	stmset6	stmset7	rspupc2	rspupc3	rspupc4	rspupc5	opupc2	opupc3	opupc4	opupc5	wmset2	wmset3	wmset4	wmset5
566.00	1.00	1.00	0.92	0.40	0.17	0.19	1.00	0.78	0.83	0.60	0.50	0.24	0.13	1.00	0.89	0.88	0.50	0.33	0.21	1.00	0.44	0.17	0.53	1.00	0.44	0.17	0.53	1.00	0.44	0.17	0.53
567.00	1.00	1.00	0.83	0.80	0.33	0.67	1.00	1.00	1.00	1.00	0.89	0.38	0.46	1.00	1.00	0.92	0.90	0.61	0.52	0.83	0.78	0.58	0.20	1.00	0.89	0.67	0.60	0.92	0.83	0.63	0.40
568.00	1.00	1.00	1.00	0.60	0.61	0.38	1.00	1.00	0.92	1.00	0.94	0.76	0.54	1.00	1.00	0.96	0.80	0.78	0.57	1.00	1.00	0.33	0.47	0.83	0.33	0.33	0.13	0.92	0.67	0.33	0.30
569.00	1.00	1.00	1.00	0.60	0.33	0.24	1.00	1.00	0.67	1.00	0.39	0.57	0.25	1.00	1.00	0.83	0.80	0.36	0.40	0.83	0.56	0.58	0.20	1.00	0.56	0.25	0.07	0.92	0.56	0.42	0.13
570.00	1.00	1.00	0.75	1.00	0.33	0.57	1.00	1.00	1.00	1.00	0.89	0.57	0.58	1.00	1.00	0.88	1.00	0.61	0.57	1.00	0.67	0.50	0.40	1.00	0.67	0.50	0.60	1.00	0.67	0.50	0.50
571.00	1.00	1.00	1.00	0.67	0.78	0.71	1.00	1.00	1.00	1.00	0.61	0.67	0.29	1.00	1.00	1.00	0.83	0.69	0.69	0.83	0.89	0.83	0.53	1.00	0.89	0.83	0.67	0.92	0.89	0.83	0.60
577.00	1.00	0.78	1.00	0.40	0.17	0.38	1.00	1.00	0.83	1.00	0.72	0.81	0.33	1.00	0.89	0.92	0.70	0.44	0.60	1.00	0.67	0.42	0.40	1.00	0.67	0.50	0.13	1.00	0.67	0.46	0.27
584.00	1.00	1.00	1.00	0.93	0.89	0.48	1.00	1.00	1.00	1.00	0.67	0.86	0.63	1.00	1.00	1.00	0.97	0.78	0.67	1.00	1.00	0.58	0.47	1.00	0.89	0.83	0.53	1.00	0.94	0.71	0.50
585.00	1.00	1.00	0.92	0.93	0.56	0.81	1.00	1.00	0.83	1.00	0.72	0.57	0.13	1.00	1.00	0.88	0.97	0.64	0.69	1.00	0.89	0.58	0.40	1.00	1.00	1.00	0.13	1.00	0.94	0.79	0.27
586.00	1.00	1.00	1.00	1.00	0.56	0.43	1.00	1.00	0.83	1.00	0.78	0.52	0.33	1.00	1.00	0.92	1.00	0.67	0.48	1.00	0.56	0.75	0.67	1.00	0.56	0.58	0.33	1.00	0.56	0.67	0.50
587.00	1.00	1.00	1.00	0.53	0.83	0.29	1.00	1.00	1.00	1.00	1.00	0.67	0.25	1.00	1.00	1.00	0.77	0.92	0.48	1.00	0.78	0.42	0.53	0.83	0.56	0.58	0.27	0.92	0.67	0.50	0.40
588.00	0.83	1.00	0.83	1.00	0.28	0.19	1.00	1.00	1.00	1.00	0.67	0.29	0.29	0.92	1.00	0.92	1.00	0.47	0.24	0.83	0.22	0.33	0.20	0.83	0.44	0.50	0.20	0.83	0.33	0.42	0.20
590.00	1.00	1.00	0.92	0.33	0.33	0.38	1.00	1.00	0.83	0.73	0.56	0.24	0.13	1.00	1.00	0.88	0.53	0.44	0.31	0.83	0.56	0.50	0.60	1.00	0.89	0.50	0.60	0.92	0.72	0.50	0.60
594.00	1.00	1.00	1.00	0.93	0.83	0.48	1.00	1.00	0.67	0.87	0.67	0.14	0.13	1.00	1.00	0.83	0.90	0.75	0.31	0.83	0.78	0.33	0.07	1.00	0.33	0.75	0.07	0.92	0.56	0.54	0.07
599.00	1.00	1.00	1.00	0.80	0.94	0.48	1.00	1.00	1.00	1.00	0.67	0.86	0.33	1.00	1.00	1.00	0.90	0.81	0.67	1.00	0.56	0.33	0.47	1.00	0.67	0.33	0.27	1.00	0.61	0.33	0.37
601.00	1.00	1.00	0.67	0.53	0.39	0.43	1.00	0.78	1.00	0.80	0.61	0.24	0.38	1.00	0.89	0.83	0.67	0.50	0.33	1.00	0.44	0.50	0.27	1.00	0.67	0.67	0.33	1.00	0.56	0.58	0.30
602.00	1.00	1.00	0.75	0.33	0.11	0.29	1.00	1.00	0.75	0.60	0.39	0.33	0.17	1.00	1.00	0.75	0.47	0.25	0.31	0.83	0.67	0.42	0.33	1.00	0.89	0.25	0.40	0.92	0.78	0.33	0.37
604.00	1.00	1.00	0.58	0.40	0.50	0.14	1.00	1.00	0.67	0.40	0.28	0.19	0.13	1.00	1.00	0.63	0.40	0.39	0.17	0.83	0.67	0.17	0.20	0.33	0.22	0.00	0.13	0.58	0.44	0.08	0.17
605.00	1.00	1.00	1.00	0.60	0.61	0.57	1.00	1.00	0.75	1.00	0.83	0.48	0.33	1.00	1.00	0.88	0.80	0.72	0.52	1.00	0.89	0.75	0.40	1.00	1.00	0.58	0.07	1.00	0.94	0.67	0.23
611.00	1.00	1.00	0.92	0.27	0.28	0.29	1.00	1.00	0.83	0.87	0.56	0.43	0.38	1.00	1.00	0.88	0.57	0.42	0.36	1.00	0.78	0.33	0.40	1.00	0.78	0.42	0.07	1.00	0.78	0.38	0.23
614.00	1.00	1.00	1.00	0.80	1.00	0.48	1.00	1.00	1.00	1.00	0.89	0.76	0.71	1.00	1.00	1.00	0.90	0.94	0.62	1.00	0.89	0.67	0.67	0.83	0.89	0.83	0.20	0.92	0.89	0.75	0.43
